Protest Name,Country Name,Date,Locality Name,School Name,Description of Protest,Primary Source,Additional Sources,LAT,LONG,Geographic Context (F1),Protest Location (F2),Event Type (F3),Actors Involved (F4),Causes (F5),Targets (F6),Characteristics (F7),unique-key
Mauritania-February-2018,Mauritania,6-Feb-18,Nouakchott,,Students associated with unions and associations protested the decision by the Mauritania Ministry of Education & Scientific Research to drop the age of eligibility for local and external scholarships from 25 to 22.,http://www.universityworldnews.com/article.php?story=20180206112444225,,18.0735299,-15.958237,Capital City,Public Space,Protest or demonstration,Students,Accreditation or other school policies,Regional government,"Non-lethal violence (e.g., tear gas, rubber bullets)",Mauritania -1
Mauritania-March-2014,Mauritania,4-Mar-14,Nouakchott,Nouakchott,"Protests erupt against the ""desecration of Korans."" Students were forcefully dispersed by police through use of tear gas.",http://www.lexisnexis.com/lnacui2api/results/docview/docview.do?docLinkInd=true&risb=21_T27628242058&format=GNBFI&sort=RELEVANCE&startDocNo=1&resultsUrlKey=29_T27628242062&cisb=22_T27628242061&treeMax=true&treeWidth=0&csi=10962&docNo=15,,18.0735299,-15.958237,Capital City,Public Space,Protest or demonstration,"Students,Community Members",Religious issues,,"Non-lethal violence (e.g., tear gas, rubber bullets),Injury occurred",Mauritania -4
Mauritania-February-2018,Mauritania,20-Feb-18,Nouakchott,Nouakchott,"Students issued a statement condemning the ""brutal repression"" by the countries police force",http://www.lexisnexis.com/lnacui2api/results/docview/docview.do?docLinkInd=true&risb=21_T27628242058&format=GNBFI&sort=RELEVANCE&startDocNo=26&resultsUrlKey=29_T27628242062&cisb=22_T27628242061&treeMax=true&treeWidth=0&csi=10962&docNo=49,,18.0735299,-15.958237,Capital City,Public Space,"Protest or demonstration,Road block or occupation",Students,Other,Regional government,Suspension or discipline,Mauritania -8
Mauritania-June-2012,Mauritania,29-Jun-12,Nouakchott,University of Nouakchott,University expels 21 students for their protest activities on campus and ban further protest on campus. Students protest this disciplinary response.,http://www.lexisnexis.com/lnacui2api/results/docview/docview.do?docLinkInd=true&risb=21_T27628110019&format=GNBFI&sort=RELEVANCE&startDocNo=26&resultsUrlKey=29_T27628110023&cisb=22_T27628110022&treeMax=true&treeWidth=0&csi=10962&docNo=36,,18.0889146,-15.969093,Capital City,College or University,Protest or demonstration,Students,Accreditation or other school policies,School authority,,Mauritania -2
Mauritania-January-2008,Mauritania,21-Jan-08,Nouakchott,Nouakchott University,Students stage demonstrations to condemn the blockade imposed by Israel on the Gaza Strip.,http://www.lexisnexis.com/lnacui2api/results/docview/docview.do?docLinkInd=true&risb=21_T27628242058&format=GNBFI&sort=RELEVANCE&startDocNo=1&resultsUrlKey=29_T27628242062&cisb=22_T27628242061&treeMax=true&treeWidth=0&csi=10962&docNo=16,,18.0889146,-15.969093,Capital City,Public Space,Protest or demonstration,Students,"Foreign policy,Solidarity protest",Federal government,"Non-lethal violence (e.g., tear gas, rubber bullets)",Mauritania -5
Mauritania-February-2011,Mauritania,26-Feb-11,Nouakchott,Blocat Square,"Youth protest for social and political reform in a multi-day street protest and sit-in at the capital. The organizers declared this the beginning of ""Youth Coordination"" and promised to continue protests.",http://www.cnn.com/2011/WORLD/africa/02/26/mauritania.protest/index.html,,18.0735299,-15.958237,Capital City,Public Space,"Protest or demonstration,Road block or occupation",Students,Government policy,Federal government,,Mauritania -7
Mauritus-September-2016,Mauritus,9-Sep-16,Central Flacq,Basdeo Bissoondoyal College,Students protest attendance criteria established for receiving a state subsidy for school fees.,https://defimedia.info/subsidy-exam-fees-students-protest-against-attendance-criteria,,-20.193759,57.7241873,Major Urban Area,"Secondary School,Public Space",Protest or demonstration,"School administrators,Parents or Guardians",School fees,State government,,Mauritus-2
Mauritus-October-2017,Mauritus,13-Oct-17,,,Two union leaders and five school cleaners in Mauritian primary and secondary schools go on a hunger strike against poverty wages at schools. They earn $43 per month for their employment.,https://www.labourstartcampaigns.net/show_campaign.cgi?c=3608,,-20.348404,57.552152,Nationwide,"Primary School,Secondary School",Protest or demonstration,Non-academic staff,Other,Federal government,,Mauritus-3
Mauritus-September-2011,Mauritus,10-Sep-11,Port Louis,,Several thousand youth protesters took to the streets against corruption and living standards on the island. This protest was sparked by a Facebook campaign.,https://www.reuters.com/article/ozatp-mauritius-protest-idAFJOE7890DF20110910,https://www.huffingtonpost.com/ahmed-shihabeldin/inspired-by-arab-spring-m_b_944271.html,-20.160891,57.5012222,Capital City,Public Space,"Protest or demonstration,Online activism","Students,Community Members",Government policy,Federal government,,Mauritus-1
Mauritus-May-2015,Mauritus,20-May-15,Port Louis,University of Mauritius,"School and university are closed as students participate in a solidarity walk, to remember the historical protest of May 20th 1975. Students walked toward the capital, waving signs and slogans against the education and social system.",https://www.lemauricien.com/article/manifestation-des-etudiants-en-20-mai-1975/,,-20.233812,57.4975177,Capital City,College or University,Protest or demonstration,Students,Solidarity protest,"School authority,Local government",,Mauritus-6
Mauritus-July-2017,Mauritus,20-Jul-17,Port Louis,University of Mauritius,"Students ""walk-out"" of a meeting with university administration over the introduction of ""retake fees"" which would require students to pay a fee to retake a module their failed.",https://www.lexpress.mu/article/312264/saahir-goolfee-nous-ferons-servir-avis-legaux-luniversite,https://www.lemauricien.com/article/questions-saahir-goolfee-president-l-union-des-etudiants-l-uom-les-etudiants-l-universite-so/,-20.233812,57.4975177,Capital City,College or University,Strike OR Boycott,Students,School fees,School authority,"Non-lethal violence (e.g., tear gas, rubber bullets)",Mauritus-5
Mauritus-September-2017,Mauritus,22-Sep-17,Port Louis,University of Mauritius,"Students protested the increase of graduation fees. This article was written on month later, noting that students may get justice after the university deemed their protest illegal.",https://www.lexpress.mu/article/317694/universite-maurice-legalite-manifestation-22-septembre-remise-en-cause,https://www.lexpress.mu/article/316805/hausse-graduation-fees-manif-etudiants-luom-menace-boycott,-20.233812,57.4975177,Capital City,College or University,Protest or demonstration,Students,School fees,School authority,Arrest or detention,Mauritus-4
Morocco-October-2017,Morocco,24-Oct-17,,Shuaib University,Students are demanding the release of their peers after a protest. Link contains video in Arabic,http://eljadidatoday.com/?p=23165,,31.791702,-7.09262,,College or University,Protest or demonstration,Students,,,,Morocco-13
Morocco-November-2016,Morocco,23-Nov-16,,Imam Wassar Barqan,Student protested inside their school demanding that some members of the Imam Werash Association leave because of poor management.,http://lmo.ma/2824.html,,31.791702,-7.09262,,Secondary School,Protest or demonstration,Students,"School quality (food, water, electricity)",School authority,,Morocco-21
Morocco-September-2018,Morocco,6-Sep-18,,Beni Mellal School,Student and parents marched toward their school to protest the closure of a primary school. The school was allegedly closed without justification or obvious reason.,http://mobile.chouftv.ma/press/104905-.%D8%A5%D8%BA%D9%84%D8%A7%D9%82-%D9%85%D8%AF%D8%B1%D8%B3%D8%A9-%D8%A7%D8%A8%D8%AA%D8%AF%D8%A7%D8%A6%D9%8A%D8%A9-%D8%A8%D8%A8%D9%86%D9%8A-%D9%85%D9%84%D8%A7%D9%84-%D9%8A%D8%AB%D9%8A%D8%B1-%D8%BA%D8%B6%D8%A8-%D8%A7%D9%84%D8%B3%D8%A7%D9%83%D9%86%D8%A9,https://kech24.com/%D9%85%D8%B3%D9%8A%D8%B1%D8%A9-%D8%A7%D8%AD%D8%AA%D8%AC%D8%A7%D8%AC%D9%8A%D8%A9-%D8%A8%D8%A8%D9%86%D9%8A-%D9%85%D9%84%D8%A7%D9%84-%D8%AA%D9%86%D8%AF%D9%8A%D8%AF%D8%A7-%D8%A8%D8%A5%D8%BA%D9%84%D8%A7%D9%82-%D9%85%D8%AF%D8%B1%D8%B3%D8%A9.html,32.3429751,-6.366212,,Primary School,March,"Students,Parents or Guardians",,Local government,"Non-lethal violence (e.g., tear gas, rubber bullets),school closure",Morocco-15
Morocco-January-2016,Morocco,7-Jan-16,Rabat,Rabat,Trainee teachers took to the streets to protest two government decrees which reduce the amount of teachers' scholarship aid by half and stipulates trainees must sit for an exam at the end of a one-year training in order to be hired. The protest resulted in police brutality,http://www.africanews.com/2016/01/11/trainee-teachers-protest-in-morocco/,https://www.change.org/p/stop-violence-against-trainee-teachers-in-morocco?recruiter=463112418&utm_source=share_petition&utm_medium=twitter&utm_campaign=share_twitter_responsive,31.791702,-7.09262,Major Urban Area,Public Space,Protest or demonstration,Teachers or Academic Staff,Accreditation or other school policies,Federal government,"Non-lethal violence (e.g., tear gas, rubber bullets),Injury occurred,Arrest or detention",Morocco-3
Morocco-February-2011,Morocco,8-Feb-11,Fez,Thahir el mehraz University,Students march in solidarity with Egyptian and Tunisian people. The march began at the university and ended downtown,http://www.marxist.com/morocco-fez-3-feb-student-protest.htm,,34.0649146,-4.9733899,Major Urban Area,"Public Space,College or University",Protest or demonstration,Students,Solidarity protest,International political or economic entity,"Non-lethal violence (e.g., tear gas, rubber bullets),Arrest or detention",Morocco-41
Morocco-October-2007,Morocco,27-Oct-07,Fez,University of Fez,40 students were expelled from campus after a protest advocating for the independence of Western Sahara from Morocco,https://www.vest-sahara.no/a80x643,,34.0649146,-4.9733899,Major Urban Area,College or University,Protest or demonstration,Students,Government policy,Federal government,,Morocco-10
Morocco-November-2016,Morocco,1-Nov-16,Al-Hoceima,Al-Hoceima,"Students boycotted their schools and took to the streets. They carried signs saying ""we are al Mouhcine' in protest of King Mohammed",https://www.jpost.com/Middle-East/Is-Moroccan-spring-coming-471466,http://www.lexisnexis.com/lnacui2api/results/docview/docview.do?docLinkInd=true&risb=21_T27878536625&format=GNBFI&sort=RELEVANCE&startDocNo=1&resultsUrlKey=29_T27878536629&cisb=22_T27878536628&treeMax=true&treeWidth=0&csi=10911&docNo=14,35.2445589,-3.9317468,Major Urban Area,Secondary School,"Strike OR Boycott,March",Students,Government policy,Federal government,,Morocco-23
Morocco-October-2016,Morocco,19-Oct-16,Fez,Abdulkaram Bershid School,Parents help protest in front of the Education Office in Fez over the shortage of human resources at their children's school. Link has video in Arabic,http://www.maroc24.ma/showvideo1481.html,,34.0181246,-5.0078451,Major Urban Area,Government Property,Protest or demonstration,Parents or Guardians,"School quality (food, water, electricity)",Federal government,"Non-lethal violence (e.g., tear gas, rubber bullets),Injury occurred,Arrest or detention",Morocco-22
Morocco-November-2014,Morocco,2-Nov-14,Kenitra,Ibn Tofail University,10 students were arrested outside university during their peaceful protest organized in objection to the increase in the price of bus tickets.,https://www.ifex.org/morocco/2014/11/05/students_arrested_for_protesting/,,34.2460869,-6.5853076,Major Urban Area,College or University,Protest or demonstration,Students,Other,Local government,,Morocco-11
Morocco-May-2018,Morocco,29-May-18,Safi,Al-Azhari Group Heroes School,"Parents and guardians are protesting the increase in fees for monthly duties, registration fees, and insurance.",http://www.mawtininews.com/archives/24885,,32.3008151,-9.2272033,Major Urban Area,Secondary School,Protest or demonstration,Parents or Guardians,School fees,School authority,"Non-lethal violence (e.g., tear gas, rubber bullets),Injury occurred,Police or military presence",Morocco-14
Morocco-May-2015,Morocco,26-May-15,Marrakech,University of Marrakech,Riots broke out at the school and 24 students were injured by police. The students organized the march in protest against the non-disbursement of grants on time.,http://kifache.com/72132,,31.642951,-8.019418,Major Urban Area,College or University,"Riot,March",Students,Accreditation or other school policies,School authority,"Non-lethal violence (e.g., tear gas, rubber bullets),Arrest or detention",Morocco-16
Morocco-April-2017,Morocco,14-Apr-17,Fez,Fez Court of First Instance,Violent protest broke out in Fez as students and community members took to the streets to support two leftist students appearing in court after they were charged with murder of an Islamist student. Police used tear gas and other violent tactics. 45 people were injured and 17 students were arrested.,https://www.enca.com/africa/clashes-at-morocco-student-demo,,34.0181246,-5.0078451,Major Urban Area,Public Space,Protest or demonstration,"Students,Community Members",Solidarity protest,Federal government,,Morocco-6
Morocco-January-2017,Morocco,19-Jan-17,Tetouan,Mohamed Elfatih,Parents and student protest to demand that their schools' foundation continues to play its education role under the supervision of the administrative staff.,http://tetouanews.ma/news1037.html,,35.5888995,-5.3625516,Major Urban Area,Secondary School,Protest or demonstration,"Students,Parents or Guardians",Accreditation or other school policies,School authority,,Morocco-18
Morocco-November-2017,Morocco,23-Nov-17,Ouarzazate,Moroccan University,Hundreds of teachers and community members took to the street to protest in solidarity with their colleague who was violently abused by one of his students.,https://al3omk.com/245152.html,,33.5393836,-5.1057953,Major Urban Area,College or University,Protest or demonstration,Teachers or Academic Staff,Campus violence (cult attacks),School authority,,Morocco-8
Morocco-February-2018,Morocco,20-Feb-18,Fez,University of Sidi Mohamed Ibn Abdullah,"Student protest against the policy of the presidency. 
Attached link is a video of protest in Arabic",http://hibapress.com/details-141793.html,,34.033833,-4.9798828,Major Urban Area,College or University,Protest or demonstration,Students,Accreditation or other school policies,School authority,,Morocco-12
Morocco-June-2018,Morocco,9-Jun-18,Agadir,University of Ubn Zahr,"Students protest in front of their school over the arrest of their professor. Students calling the arrest ""unjust""",https://maroctelegraph.com/2018/06/%D8%A3%D9%83%D8%A7%D8%AF%D9%8A%D8%B1-%D9%88%D9%82%D9%81%D8%A9-%D8%A7%D8%AD%D8%AA%D8%AC%D8%A7%D8%AC%D9%8A%D8%A9-%D8%A3%D9%85%D8%A7%D9%85-%D8%AC%D8%A7%D9%85%D8%B9%D8%A9-%D8%A7%D8%A8%D9%86-%D8%B2%D9%87/,,30.4109818,-9.543474,Major Urban Area,College or University,Protest or demonstration,Students,Accreditation or other school policies,Local government,Death occurred,Morocco-17
Morocco-April-2014,Morocco,19-Apr-14,Fez,Sidi Mohamed Ben Abdellah University,Fighting between leftist and Islamic students at university led to one death and a protest to end violence on campuses.,http://www.middleeasteye.net/news/violence-erupts-university-morocco-2081758390,,34.033833,-4.9798828,Major Urban Area,College or University,Protest or demonstration,Students,,,,Morocco-2
Morocco-September-2018,Morocco,11-Sep-18,,Rabat,"Students protest against the government's decision to stay on daylight savings time, GMT +1, rather than reverting back to GMT",https://www.news24.com/Africa/News/moroccan-students-protest-against-clock-change-20181109,https://www.moroccoworldnews.com/2018/11/257348/moroccan-students-march-protests-gmt-1/,31.791702,-7.09262,Nationwide,Public Space,Protest or demonstration,Students,Other,Federal government,,Morocco-35
Morocco-February-2014,Morocco,21-Feb-14,,Rabat,"Kenyan students studying on Moroccan government issued scholarships at Moroccan Universities protest the opening of the Sahrawi Arab Democratic Republic mission in Nairobi, in fears that it will harm diplomatic ties between Kenya and Morocco, and put their scholarship status in jeopardy",https://allafrica.com/stories/201402210401.html,,31.791702,-7.09262,Nationwide,,Protest or demonstration,Students,Other,International political or economic entity,"Non-lethal violence (e.g., tear gas, rubber bullets)",Morocco-36
Morocco-January-2017,Morocco,27-Jan-17,Inezgane,"Casablanca,Marrakesh,Inezgane,Tangiers,Fez,and Oujda",Teachers in six major cities across Morocco responded to a call by the National Coordination of Teacher Trainees at Regional Centers for Education and Training to peacefully protests a reduction in job security and teacher stipend.,https://www.hrw.org/news/2016/01/18/morocco-protests-violently-dispersed-0,,30.3523115,-9.5514965,Major Urban Area,Public Space,Protest or demonstration,Teachers or Academic Staff,Accreditation or other school policies,School authority,,Morocco-4
Morocco-July-2017,Morocco,14-Jul-17,Agadir,Agadir University,This video shows footage and photos of a protest by Sahrawi students who staged a mass protest at Agadir University against the racist practices by Morocco against the Sahrawi people.,https://www.youtube.com/watch?v=Ea-xmlaEUU8,,30.4039582,-9.5303008,Capital City,College or University,"Protest or demonstration,Road block or occupation,March",Students,Ethnic issues,Federal government,,Morocco-7
Morocco-October-2015,Morocco,6-Oct-15,Agadir,Agadir,"Student activists are meeting in secret, in defiance of the countries government to plan protests for the independence for Western Sahara.  Article discusses the protest activity and the tension.",https://www.al-fanarmedia.org/2015/10/students-protests-for-western-sahara-independence-draw-crackdowns/,,30.4277547,-9.5981072,Capital City,Public Space,Protest or demonstration,Students,Solidarity protest,Federal government,,Morocco-9
Morocco-November-2017,Morocco,27-Nov-17,Rabat,Descartes High School,Teachers go on strike to protest the cutting of expatriate teaching posts and of resident teachers beginning next year.,http://article19.ma/en/index.php/2017/11/26/protest-moroccos-descartes-high-school-teachers-to-go-on-strike-against-tough-changes/,,33.9905867,-6.8458258,Capital City,Secondary School,Strike OR Boycott,Teachers or Academic Staff,Accreditation or other school policies,School authority,,Morocco-5
Morocco-January-2016,Morocco,10-Jan-16,Rabat,Rabat,Thousands of teachers and their families protest in the streets over the government's plan in education sector.,http://www.iran-daily.com/News/135604.html?catid=3&title=Moroccans-rally-over-government-plans-for-employment-in-education-sector,https://www.reuters.com/article/us-morocco-reforms/thousands-of-moroccans-protest-over-public-job-cuts-idUSKCN0V20KZ,33.9715904,-6.8498129,Capital City,Public Space,Protest or demonstration,Teachers or Academic Staff,Government policy,Federal government,Injury occurred,Morocco-25
Morocco-January-2012,Morocco,20-Jan-12,Rabat,Ministry of Education Building,"5 men, who are part of the 'Unemployed Graduates' set themselves on fire, to protest their unemployment, and that of recent graduates. The men, along with 160 others had been occupying the Ministry Education Building. When officers approached to remove their occupation, 5 men lit themselves on fire.",http://www.digitaljournal.com/article/318195,,33.9715904,-6.8498129,Capital City,Public Space,Protest or demonstration,Community Members,Economic issues,Federal government,,Morocco-38
Morocco-November-2015,Morocco,29-Nov-15,Rabat,Faculte de Medecine Pharmacie de Rabat,Medical students protest and strike for months over a government policy that required them to spend two years in a civil service program after graduation. The program requirement was overruled.,https://www.aljazeera.com/news/2015/11/moroccan-medical-students-decry-working-conditions-151129114114867.html,,33.9829695,-6.8559009,Capital City,College or University,"Protest or demonstration,Strike OR Boycott",Students,"Accreditation or other school policies,Government policy",Federal government,,Morocco-1
Morocco-May-2011,Morocco,30-May-11,Rabat,Rabat,"Students, teachers and community members target the Mawazine festival (music festival) in opposition of where it's funds went. Activists say that the money from the festival should have gone to funding school.",https://www.pri.org/stories/2011-06-04/moroccos-mawazine-festival-stirs-controversy,,33.9715904,-6.8498129,Capital City,Public Space,,,,Federal government,,Morocco-26
Morocco-April-2002,Morocco,8-Apr-02,Rabat,Rabat,High Schoolers organize unofficial rallies in support of Palestine that grows into a rally organized by the Moroccan Association in Support of the Palestinian Struggle attended by over 1 million people.,http://news.bbc.co.uk/2/hi/africa/1915813.stm,http://www.lexisnexis.com/lnacui2api/results/docview/docview.do?docLinkInd=true&risb=21_T28212271265,33.9715904,-6.8498129,Capital City,Public Space,Protest or demonstration,"Students,Community Members",Foreign policy,International political or economic entity,"Non-lethal violence (e.g., tear gas, rubber bullets)",Morocco-40
Morocco-September-2015,Morocco,7-Sep-15,Smara,"Tantan,Said Dambar and Asakan","Students protest the holding of Moroccan elections in Western Sahara, and call for an independent Sahrawi state. The demonstration was violently dispersed by the Moroccan military force, and is part of a larger student organizing effort for Western Saharan independence.",http://www.spsrasd.info/news/spsarchive/en/node/21020,https://www.al-fanarmedia.org/2015/10/students-protests-for-western-sahara-independence-draw-crackdowns/,26.741856,-11.678367,Major Urban Area,College or University,Protest or demonstration,Students,Elections,Federal government,,Morocco-37
Mozambique-October-2005,Mozambique,18-Oct-05,Maputo,Eduardo Mondlane University,Students went on strike in protest of government's new scholarship regulations.,http://allafrica.com/stories/200510180591.html,,-25.95215,32.6035601,Capital City,College or University,Strike OR Boycott,Students,Government policy,Federal government,,Mozambique-1
Mozambique-March-2013,Mozambique,1-Mar-13,Maputo,Eduardo Mondlane University,Medical students joined doctors in a nine day strike. The school took action against the students by failing them and forcing them to retake their coursework.,http://allafrica.com/stories/201303011403.html,http://www.lexisnexis.com/lnacui2api/results/docview/docview.do?docLinkInd=true&risb=21_T27665532458&format=GNBFI&sort=RELEVANCE&startDocNo=1&resultsUrlKey=29_T27665532462&cisb=22_T27665532461&treeMax=true&treeWidth=0&csi=361827&docNo=1,-25.95215,32.6035601,Capital City,College or University,Strike OR Boycott,"Students,Teachers or Academic Staff",Accreditation or other school policies,School authority,Arrest or detention,Mozambique-4
Mozambique-March-2016,Mozambique,21-Mar-16,Maputo,Francisco Mayanga Secondary School,"Five female students were arrested while protesting the mandatory dress code, which required all women to wear long skirts in secondary schools in Maputo. The police were called and cut the action short because ""the protest was not authorized.""",http://clubofmozambique.com/news/five-women-arrested-in-protest-against-mandatory-long-skirts-in-public-schools/,,-25.962653,32.5651268,Capital City,Secondary School,Protest or demonstration,Students,Accreditation or other school policies,School authority,,Mozambique-3
Namibia-July-2010,Namibia,13-Jul-10,Ongwediva,Valombola Vocational Training Center,Students are on strike to protest the introduction of a new curriculum. Students say the curriculum was not ready for implementation and call for the former to be reinstated.,https://www.namibian.com.na/index.php?id=68251&page=archive-read,http://www.lexisnexis.com/lnacui2api/results/docview/docview.do?docLinkInd=true&risb=21_T27665837470&format=GNBFI&sort=RELEVANCE&startDocNo=51&resultsUrlKey=29_T27665837474&cisb=22_T27665837473&treeMax=true&treeWidth=0&csi=361882&docNo=54,-17.766363,15.7628315,Town,Vocational or Technical Schools,Strike OR Boycott,Students,"School quality (food, water, electricity)",School authority,,Namibia-13
Namibia-January-2015,Namibia,7-Jan-15,Ondagwa,Namibia Public Workers' Union (Napwu).,School secretaries and cleaners protest for salary increases and incentives. About 100 secretaries and cleaners converged at a school sports field to protest (without the blessing of their union).,https://www.namibian.com.na/index.php?id=132137&page=archive-read,http://www.napwu.org.na/contacts.html,-17.905184,15.9758633,Town,Secondary School,Protest or demonstration,Non-academic staff,Accreditation or other school policies,School authority,,Namibia-1
Namibia-August-2015,Namibia,14-Aug-15,Outapi,Omusati Police Station,Youth and teachers from all 14 regions of Namibia representing the schools debating societies marched through Outapi and delivered a petition against gender based violence to the deputy commissioner of Omusati police.,https://www.namibian.com.na/index.php?id=140719&page=archive-read,http://www.lexisnexis.com/lnacui2api/results/docview/docview.do?docLinkInd=true&risb=21_T27665837470&format=GNBFI&sort=RELEVANCE&startDocNo=26&resultsUrlKey=29_T27665837474&cisb=22_T27665837473&treeMax=true&treeWidth=0&csi=361882&docNo=34,-17.509393,14.9885388,Town,Public Space,"March,Online activism","Students,Teachers or Academic Staff",Other,,,Namibia-11
Namibia-October-2017,Namibia,11-Oct-17,Windhoek,Teachers Union of Namibia,The Teachers Union of Namibia threatened a countrywide protest because education minister failed to release teaching vacancies for 2018.,https://www.namibian.com.na/170409/archive-read/Teachers-union-threatens-countrywide-protests,http://www.lexisnexis.com/lnacui2api/results/docview/docview.do?docLinkInd=true&risb=21_T27665837470&format=GNBFI&sort=RELEVANCE&startDocNo=1&resultsUrlKey=29_T27665837474&cisb=22_T27665837473&treeMax=true&treeWidth=0&csi=361882&docNo=19,-22.560881,17.0657549,Nationwide,,Protest or demonstration,Teachers or Academic Staff,Government policy,Federal government,,Namibia-9
Namibia-October-2012,Namibia,5-Oct-12,Outapi,,"A nationwide strike of 1,000 teachers over low pay and poor conditions of service. Some teachers staged a peaceful protest in Outapi in solidarity with their colleagues. About 50-70 teachers from several schools protested without the blessing of the union.",,http://www.lexisnexis.com/lnacui2api/results/docview/docview.do?docLinkInd=true&risb=21_T27665837470&format=GNBFI&sort=RELEVANCE&startDocNo=1&resultsUrlKey=29_T27665837474&cisb=22_T27665837473&treeMax=true&treeWidth=0&csi=364064&docNo=5,-17.509393,14.9885388,Nationwide,College or University,Protest or demonstration,Teachers or Academic Staff,Government policy,Federal government,,Namibia-6
Namibia-March-2018,Namibia,29-Mar-18,Windhoek,Namibia University of Science and Technology,"Students stage peaceful demonstration in solidarity for fellow student who was killed. The student who was killed, Nayman Ibe Amakali, died after a motorist randomly fired several shots at a taxi he was in.",http://www.nbc.na/news/students-stage-peaceful-demonstration-after-death-nust-student-independence-day.16824,,-22.560881,17.0657549,Major Urban Area,College or University,Protest or demonstration,Students,Solidarity protest,,,Namibia-2
Namibia-October-2012,Namibia,12-Oct-12,Windhoek,Shifidi Secondary School,Teachers in the Khomas Region mobilize in a packed hall to strategize a nationwide strike. Teachers are unhappy with their low wages and the protracted negotiation process to increase their salaries.,http://allafrica.com/stories/201210150358.html,http://www.lexisnexis.com/lnacui2api/results/docview/docview.do?docLinkInd=true&risb=21_T27665837470&format=GNBFI&sort=RELEVANCE&startDocNo=26&resultsUrlKey=29_T27665837474&cisb=22_T27665837473&treeMax=true&treeWidth=0&csi=364064&docNo=27,-22.525421,17.0618792,Major Urban Area,Secondary School,Protest or demonstration,Teachers or Academic Staff,Accreditation or other school policies,School authority,,Namibia-10
Namibia-September-2012,Namibia,25-Sep-12,Windhoek,Polytechnic of Namibia,326 non-academic employees went on strike demanding higher wages.,http://allafrica.com/stories/201209250788.html,http://www.lexisnexis.com/lnacui2api/results/docview/docview.do?docLinkInd=true&risb=21_T27665837470&format=GNBFI&sort=RELEVANCE&startDocNo=1&resultsUrlKey=29_T27665837474&cisb=22_T27665837473&treeMax=true&treeWidth=0&csi=364064&docNo=17,-22.560881,17.0657549,Capital City,College or University,Strike OR Boycott,Non-academic staff,"Accreditation or other school policies, School staff working conditions (salaries, security)",School authority,,Namibia-8
Namibia-October-2016,Namibia,19-Oct-16,Windhoek,University of Namibia,"Student protested student debts by tearing up exam timetables, forcing university to cancel the exams.",https://www.newera.com.na/2016/10/19/unam-cancels-exams-over-student-debts/,http://www.lexisnexis.com/lnacui2api/results/docview/docview.do?docLinkInd=true&risb=21_T27666042227&format=GNBFI&sort=RELEVANCE&startDocNo=1&resultsUrlKey=29_T27666042231&cisb=22_T27666042230&treeMax=true&treeWidth=0&csi=428553&docNo=11,-22.612169,17.0583726,Capital City,College or University,Protest or demonstration,Students,School fees,School authority,,Namibia-15
Namibia-March-2011,Namibia,9-Mar-11,Windhoek,University of Namibia,"Students filed a petition against male lectures and students who ""abuse female students verbally."" They then staged a demonstration and called on the university's management to ""stop all forms of gender discrimination on campus""",https://www.namibian.com.na/index.php?id=77094&page=archive-read,http://www.lexisnexis.com/lnacui2api/results/docview/docview.do?docLinkInd=true&risb=21_T27665837470&format=GNBFI&sort=RELEVANCE&startDocNo=51&resultsUrlKey=29_T27665837474&cisb=22_T27665837473&treeMax=true&treeWidth=0&csi=361882&docNo=69,-22.612169,17.0583726,Capital City,College or University,"Protest or demonstration,Online activism",Students,Other,,,Namibia-14
Namibia-January-2016,Namibia,22-Jan-16,Windhoek,Namibia University of Science and Technology,"250 student went on strike over the increasing fees at higher education institutions. Students locked gates leading to the university, blocking staff from entering. They demanded debts be written off and fees erased. The second article notes that the University of Namibia and the Ministry of Higher Education have drafted a document to write off some of the student's debt.",https://www.thevillager.com.na/articles/9787/NUST-students-protest-university-fees/,https://www.newera.com.na/2016/01/29/students-benefit-debt-cancellation/,-22.560881,17.0657549,Capital City,College or University,Strike OR Boycott,Students,School fees,School authority,,Namibia-5
Namibia-April-2011,Namibia,6-Apr-11,Windhoek,University of Namibia,Students take action against gender violence on campus by organizing a series of activities on campus to raise awareness.,http://genderlinks.org.za/programme-web-menu/namibia-students-take-action-to-end-gender-violence-on-campus-2011-04-06/,http://www.lexisnexis.com/lnacui2api/results/docview/docview.do?docLinkInd=true&risb=21_T27665837470&format=GNBFI&sort=RELEVANCE&startDocNo=1&resultsUrlKey=29_T27665837474&cisb=22_T27665837473&treeMax=true&treeWidth=0&csi=361870&docNo=9,-22.612169,17.0583726,Capital City,College or University,Protest or demonstration,Students,Other,,,Namibia-7
Namibia-October-2016,Namibia,18-Oct-16,Windhoek,University of Namibia,Student demonstrated for two days by students following the announcement that students who failed to pay 50% of their fees would not be permitted to sit for examinations.,https://www.namibian.com.na/157104/archive-read/Unam-students-to-write-pay--or-face-failure,,-22.612169,17.0583726,Capital City,College or University,Protest or demonstration,Students,School fees,School authority,,Namibia-3
Namibia-October-2017,Namibia,17-Oct-17,Windhoek,,The Namibia National Student Organization (Nanso) said it would organize students at various universities for a protest that would shut down the Student Financial Assistance Fund. The demonstration is in response to the non-payment of student refunds.,https://www.lelamobile.com/content/70455/Nanso-to-occupy-NSFAF-headquarters/,,-22.560881,17.0657549,Capital City,College or University,Protest or demonstration,Students,Accreditation or other school policies,School authority,,Namibia-4
