Protest Name,Country Name,Date,Locality Name,Geographic Context (F1),School Name,Protest Location (F2),Description of Protest,Primary Source,Additional Sources,Event Type (F3),Actors Involved (F4),Causes (F5),Targets (F6),Characteristics (F7),LAT,LONG
Nigeria-June-2018,Nigeria,"June 2, 2018",Bauchi,Capital City,Abubakar Tafawa Balewa University,College or University,Students protest the lack of social amenities in the school,https://punchng.com/atbu-students-protest-lack-of-water-electricity/,,"Protest,Road block / occupation",Students,School quality,School authority,Non-lethal violence,10.2783749,9.7968499
Nigeria-July-2017,Nigeria,"July 5, 2017",Oshogbo,Capital City,Osun State University,College or University,Students protest the frequent disappearance of students,https://punchng.com/breaking-uniosun-students-in-violent-protest-over-incessant-missing-students/,,"Protest,Property damage",Students,Accreditation / school policies,,,7.759997,4.6064023
Nigeria-July-2017,Nigeria,"July 5, 2017",Osogbo,Capital City,Osun State University,College or University,Students protesting alleged ritual killing of colleague. They marched to capitol and blocked streets;,http://tvcnews.tv/2017/07/ritual-killing-osun-varsity-students-protest-against-death-of-colleague/,LINK BROKEN,"Protest,Property damage",Students,Other,School authority,"Non-lethal violence,Death occurred",7.759997,4.6064023
Nigeria-August-2011,Nigeria,"August 28, 2011",Calabar,Capital City,University of Calabar,College or University,Students protesting over school fees. Attacked home of Vice Chancellor,http://www.nairaland.com/746516/students-unical-protesting-over-increased,,"Riot,Property damage",Students,School fees,School authority,,4.9738033,8.3410031
Nigeria-August-2018,Nigeria,"August 13, 2018",Ilorin,Capital City,Kwara State College of Education,College or University,Students protest the boycott of examinations by members of the Colleges of Education Academic Staff Union,https://www.kwcoeilorin.edu.ng/index.php/news-events/184-re-protest-staged-by-the-students-of-the-kwara-state-college-of-education-ilorin-on-monday-13th-august-2018,,Protest,Students,,School authority,,8.4753738,4.5274902
Nigeria-November-2014,Nigeria,"November 25, 2014",Jos,Capital City,University of Jos,College or University,Students protest 100%  school fee increase.,https://www.nigeriaschool.com.ng/unijos-close-indefinite-following-students-protest-on-school-fee-hike/,,Protest,Students,School fees,School authority,School closure,9.947456,8.8891203
Nigeria-September-2017,Nigeria,"September 1, 2017",Abeokuta,Capital City,Moshood Abiola Polytechnic,College or University,"Lecturers strike over the state government's decision to convert the polytechnic to a college of education, and to build another polytechnic in the state",https://www.pulse.ng/communities/student/four-months-after-mapoly-lecturers-suspend-strike-id7800939.html,,Protest,Teachers / staff,Other,"School authority,Regional government",,7.1008957,3.3290329
Nigeria-June-2018,Nigeria,"June 1, 2018",Ilorin,Capital City,Kwara State College of Arabic and Islamic Legal Studies,College or University,Students protest the disruption of their examinations by a three day waning strike embarked on by academic and non academic staff,https://punchng.com/students-protest-workers-commence-strike-kwara/,,Protest,Students,"Staff working conditions,Solidarity protest",Regional government,Non-lethal violence,8.4813604,4.4978339
Nigeria-November-2012,Nigeria,"November 16, 2012",Jos,Capital City,University of Jos,"College or University,Public Space",Students protest school fee increase in busy streets.,http://www.informationng.com/2012/11/academic-activities-disrupted-in-unijos-as-students-protest-fee-hike.html,,Protest,,School fees,School authority,,9.947456,8.8891203
Nigeria-April-2017,Nigeria,"April 22, 2017",Lokoja,Capital City,"Kogi State Polytechnic,Kogi University",College or University,"Students protesting for school closure to end, undet the 'Reopen Our School' Movement. Protest shut down major highway. Three people were arrested.",https://www.vanguardngr.com/2017/04/police-arrests-three-kogi-students-protest-continued-closure-schools/,,Protest,Students,,,Non-lethal violence,7.8419427,6.7400033
Nigeria-May-2016,Nigeria,"May 11, 2016",Abuja,Capital City,Federal Ministry of Education,"College or University,Government Property",Students occupied education ministry building demanding Minister of Education be fired,https://www.naij.com/828334-see-happened-ministry-education-abuja-today-photos.html,,Protest,Students,"Solidarity protest,Government policy","Local government,Federal government","Non-lethal violence,Arrest / detention",9.062749,7.498298
Nigeria-June-2016,Nigeria,"June 7, 2016",Ibadan,Capital City,Oyo State Secondary schools,Public Space,Student marched streets of Ibadan protesing government's plan to adopt public-private participatory approach for school management,http://punchng.com/students-protest-grounds-oyo-schools-shut-apc-office-vandalised/,,"Property damage,Road block / occupation,March",Students,Accreditation / school policies,Regional government,,7.3913014,3.7863564
Nigeria-June-2013,Nigeria,"June 13, 2013",Uyo,Capital City,University Of Uyo,College or University,Student protesting introduction of transpiration fees; 3 alleged deaths,http://saharareporters.com/2013/06/12/police-kill-three-university-uyo-over-n200-transport-fees,,,,,,,5.0408218,7.919841
Nigeria-July-2016,Nigeria,"July 26, 2016",Osogbo,Capital City,Osun State University,College or University,"""Students protesting ""no school fees no exam"" policy""",http://akahitutors.org/entries/uniosun-2/uniosun-students-protest-no-school-fees-no-exam-policy-by-management,,Protest,Students,"School fees,Accreditation / school policies",School authority,,7.759997,4.6064023
Nigeria-March-2016,Nigeria,"March 1, 2016",Ibadan,Capital City,Ibadan Polytechnic,College or University,Students protest unjust Wi-Fi and insurance levies from school management. School closed for two weeks as a result of this protest.,http://nigeriapoliticsonline.com/poly-ibadan-shut-down-for-two-weeks-over-students-protest/,,Protest,Students,School quality,School authority,,7.4296056,3.891943
Nigeria-October-2017,Nigeria,"October 3, 2017",Ogun,Capital City,Governor's Office,Government Property,"Students storm the Governor's Office to protest the ""parlous state of education in Ogun"". The  protest focused on the poor state of education in the state. The students drover around major streets and then marched to the governors office.",http://dailypost.ng/2017/10/03/ogun-students-protest-poor-standard-education/,,Protest,Students,School quality,Regional government,Non-lethal violence,7.117164,3.371282
Nigeria-November-2016,Nigeria,"November 21, 2016",Owerri,Capital City,Alvan Ikoku Federal College of Education,College or University,"A peaceful protest led to a violent riot, which caused the school to be closed for four months",https://punchng.com/four-month-closure-alvan-ikoku-fce-students-resume-regret-riots/,,"Protest,Property damage",Students,,School authority,,5.5002076,7.024285
Nigeria-August-2018,Nigeria,"August 29, 2018",Ibadan,Capital City,Ibadan Polytechnic,College or University,Ibadan Poly students protest death of a student and staff member by cultists,https://www.vanguardngr.com/2018/08/cultists-kill-former-ibadan-poly-cso-student/,https://www.premiumtimesng.com/regional/ssouth-west/281903-ibadan-polytechnic-denies-culpability-in-murder-of-ex-student.html,Protest,Students,Accreditation / school policies,School authority,Death occurred,7.4296056,3.891943
Nigeria-August-2010,Nigeria,"August 31, 2010",Benin,Capital City,University of Benin,"College or University,Public Space",Medical students protest because their school's accreditation was withdrawn,https://www.pmnewsnigeria.com/2010/08/31/medical-students-protest-in-benin/,,"Protest,Road block / occupation",Students,Accreditation / school policies,School authority,,6.3325888,5.5997215
Nigeria-April-2016,Nigeria,"April 27, 2016",Ibadan,Capital City,University of Ibadan,College or University,"Student protest over lack of electricity and water; School closed as a result of this protest.
school closure ensued - though students refused to leave their dorms",http://www.premiumtimesng.com/news/more-news/202504-university-ibadan-shut-students-protest-crises-spread-nigerian-varsities.html,,Protest,Students,School quality,School authority,School closure,7.4442593,3.8994577
Nigeria-October-2015,Nigeria,"October 12, 2015",Calabar,Capital City,University of Calabar,College or University,Students protesting neglect of welfare by institution. Lack of water or electricity on campus,http://thenationonlineng.net/unical-students-protest-scarcity-of-water-electricity/,,Protest,Students,School quality,School authority,,4.9738033,8.3410031
Nigeria-May-2018,Nigeria,"May 4, 2018",Kaduna,Capital City,Kaduna State Polytechnic,College or University,Students protest over lack of water and power supply to the school for over a week.,https://punchng.com/kaduna-poly-students-protest-block-school-entrance/,,"Protest,Road block / occupation",Students,School quality,School authority,,10.521645,7.4147413
Nigeria-May-2015,Nigeria,"May 7, 2015",Ibadan,Capital City,University of Ibadan,College or University,Student protest death of colleague.  Student had asthma attack but was neglected at school clinic.,http://thestreetjournal.org/2015/05/tension-in-ibadan-as-ui-students-protest-colleagues-death/,,"Protest,Road block / occupation",Students,School quality,School authority,Death occurred,7.4442593,3.8994577
Nigeria-September-2016,Nigeria,"September 27, 2016",Lokoja,Capital City,Kogi State Polytechnic,College or University,"Students protesing lack of basic amenities such as potable water, electricity, toilets in hostels, functional health clinics on campus.",http://kogireports.com/kogi-poly-students-protest-demands-removal-of-rector/,https://www.dailytrust.com.ng/poly-students-protest-as-truck-kills-student-2-others.html,Protest,Students,School quality,School authority,Non-lethal violence,7.8419427,6.7400033
Nigeria-February-2018,Nigeria,"February 22, 2018",Plateau State,Capital City,"College of Education,Gindirin",College or University,"Students protest over not being issued their identification cards, which they argue they have paid for.",https://www.premiumtimesng.com/news/headlines/259550-nigerian-college-students-violent-protest-burn-clinic-eight-vehicles.html,,"Protest,Riot,Property damage",Students,"School fees,Accreditation / school policies",School authority,,9.568971,9.198067
Nigeria-July-2018,Nigeria,"July 23, 2018",Awka,Capital City,Nnamdi Azikiwe University,College or University,Students protest the death of a student at the University Medical Centre,http://dailypost.ng/2018/07/23/unizik-students-protest-death-final-year-colleague-accuse-varsitys-medical-centre-negligence/,,Protest,Students,School quality,School authority,Death occurred,6.2437164,7.121873
Nigeria-April-2018,Nigeria,"April 17, 2018",Kogi,Capital City,Kogi State University,College or University,Medical students protest non accreditation of course,http://dailypost.ng/2018/04/17/kogi-medical-students-protest-non-accreditation-course/,,Protest,Students,Accreditation / school policies,Regional government,,7.4858437,7.1873956
Nigeria-November-2017,Nigeria,"November 3, 2017",Uyo,Capital City,Akwa Ibom State,Government Property,"Students from Akwa Ibom state, studying across Nigeria protest the governor's 'Lack of interest in their welfare'",https://www.premiumtimesng.com/regional/south-south-regional/248194-akwa-ibom-students-protest-governor-emmanuel.html,,Protest,Students,School quality,Regional government,,5.0377396,7.9127945
Nigeria-August-2018,Nigeria,"August 8, 2018",Ibadan,Capital City,Ibadan Polytechnic,College or University,Ibadan Polytechnic workers strike in Oyo State due to non-payment of salary for 8 months. Strike lasts 3 weeks.,http://dailypost.ng/2018/08/08/nasu-declares-indefinite-strike-8-month-salary-arrears-ibadan-poly/,https://www.independent.ng/ibadan-poly-nasu-suspends-three-week-old-strike/,Strike / boycott,Non-academic staff,Staff working conditions,Federal government,Non-lethal violence,7.4296056,3.891943
Nigeria-June-2011,Nigeria,"June 24, 2011",Ibadan,Capital City,University of Ibadan,College or University,Students protest bad management of water supply and electricity. Protest was initially peaceful until after student closed gates.,https://www.informationng.com/tag/university-students-riot,,Protest,Students,School quality,School authority,,7.4442593,3.8994577
Nigeria-February-2015,Nigeria,"February 19, 2015",Ado Ekiti,Capital City,Ekiti State University,College or University,Students peacefully protest registrations deadline and high school fees. They blocked roads during their protest. Following the protest the Governor ordered that the school reverse it's deadline decisions.,http://ekitistate.gov.ng/2015/02/eksu-student-protest/,,"Property damage,Road block / occupation",Students,"School quality, Accreditation / school policies","School authority,Local government",,7.7141143,5.2600603
Nigeria-July-2017,Nigeria,"July 21, 2017",Port Harcourt,Capital City,University of Port Harcourt,College or University,Protesting Vice Chancellor's rigid attitude toward tuition fees,http://dailypost.ng/2017/07/21/uniport-vc-fire-students-protest-closure-tuition-portal-2/,,Protest,Students,School fees,School authority,,4.9068824,6.9170023
Nigeria-August-2018,Nigeria,"August 28, 2018",Ibadan,Capital City,Ibadan Polytechnic,College or University,Students protest the killing of a student by suspected cultists.,http://dailypost.ng/2018/08/28/ibadan-poly-students-protest-colleagues-death/,,Protest,Students,Campus violence,School authority,Death occurred,7.4296056,3.891943
Nigeria-September-2015,Nigeria,"September 16, 2015",Osogbo,Capital City,Osogbo Secondary schools,Public Space,Student protest against the demand for three years tax clearance from their parents by Osun State government,https://www.vanguardngr.com/2015/09/schools-resumption-osun-students-protest-demand-for-parents-tax-clearance/,,"Protest,Road block / occupation,March",Students,"School fees,Accreditation / school policies",Regional government,Non-lethal violence,7.73369,4.5636053
Nigeria-June-2016,Nigeria,"June 21, 2016",Enugu,Capital City,University of Nigeria Enugu Campus,College or University,"Student ""erupt in violent protest"" due to erratic power supply by Enugu Electricity Dist. Company in past 6 months. Unclean water and sanitation on campus;""",https://www.vanguardngr.com/2016/06/aftermath-students-riot-uneasy-calm-unec/,,Protest,Students,School quality,School authority,,6.4251849,7.5044343
Nigeria-July-2016,Nigeria,"July 14, 2016",Lokoja,Capital City,Kogi State University,College or University,Students protest the prolonged ASUU Strike,https://punchng.com/asuu-strike-kogi-varsity-students-protest-block-roads/,,"Protest,Road block / occupation",Students,Other,School authority,,7.8023204,6.733343
Nigeria-October-2018,Nigeria,"October 12, 2018",Abeokuta,Capital City,Moshood Abiola Polytechnic,College or University,Students protest at the entrance to the University to express their displeasure at the lecturer's strike,https://www.pulse.ng/communities/student/mapoly-students-shut-gate-to-protest-lecturers-strike-id8969718.html,,Protest,Students,Staff working conditions,School authority,,7.1008957,3.3290329
Nigeria-February-2017,Nigeria,"February 20, 2017",Abuja,Capital City,University of Abuja,"College or University,Public Space","Students protest the death of a student, who was killed by a driver fleeing armed robbers.",https://www.thecable.ng/uniabuja-students-block-highway-over-colleagues-death,,Protest,Students,Accreditation / school policies,School authority,Death occurred,9.0291295,7.479886
Nigeria-August-2015,Nigeria,"August 31, 2015",Port Harcourt,Capital City,University of Port Harcourt,College or University,"""Protest over death of student ""Kelechi Ndulagwa."" Student blamed on teaching hospital and died of lack of oxygen after being sent home because of no bed space in hospital.""",http://www.campuslife.uniport.edu.ng/protest-in-uniport-after-the-death-of-a-student/,,"Protest,Road block / occupation",Students,School quality,School authority,"Non-lethal violence,Death occurred",4.9068824,6.9170023
Nigeria-March-2012,Nigeria,"March 27, 2012",Makurdi,Capital City,Benue State University,College or University,Students protesting the death of student hit by car near campus.,http://www.abuja-business-connection.com/students-protest-in-benue-state-university-makurdi.html,,"Protest,Property damage",Students,Accreditation / school policies,School authority,Non-lethal violence,7.7284853,8.5559192
Nigeria-October-2015,Nigeria,"October 29, 2015",Ibadan,Capital City,IMG Secondary School,Secondary School,"""Violent protest after teacher ""slapped student to death"" for being late to school.""",https://naijagists.com/teacher-kills-student-at-school-in-oke-ado-ibadan-violent-protest-erupts/,,Protest,Students,Solidarity protest,School authority,Non-lethal violence,7.364985,3.919903
Nigeria-August-2018,Nigeria,"August 23, 2018",Makurdi,Capital City,"University of Agriculture,Makurdi",College or University,Students protest the death of a student at the university medical centre,https://www.pulse.ng/communities/student/federal-university-of-agriculture-shut-over-students-protest-id8762111.html,,"Protest,Property damage,School closure",Students,Other,School authority,Death occurred,7.7321516,8.539144
Nigeria-May-2016,Nigeria,"May 3, 2016",Makurdi,Capital City,Benue State University,College or University,Students protesting increase in school fees. School closed as a result of protest.,https://www.360nobs.com/2016/05/benue-bsu-students-protest-hike-school-fees-shut-markudi/,,"Protest,Road block / occupation",Students,School fees,School authority,,7.7284853,8.5559192
Nigeria-September-2018,Nigeria,"September 11, 2018",Benin,Capital City,Mercy Nursery and Primary School,College or University,Parents protest an increase in school fees,https://www.newsbreak.ng/2018/09/edo-parents-protest-hike-in-school-fees/,,Protest,Parents / Guardians,School fees,School authority,,6.3263357,5.6156517
Nigeria-July-2015,Nigeria,"July 19, 2015",Benin,Capital City,University of Benin,College or University,Students protest death of student who was killed by a moving vehicle; and demand that the school installs speed breakers,"http://www.gistmania.com/talk/topic,270084.0.html",,Protest,Students,Other,School authority,Death occurred,6.3325888,5.5997215
Nigeria-October-2015,Nigeria,"October 15, 2015",Jos,Capital City,University of Jos,College or University,The Academic Staff Union of Universities University of Jos branch embark on an indefinite strike,http://www.informationng.com/2015/10/unijos-asuu-gives-reasons-for-embarking-on-indefinite-strike.html,,Strike / boycott,"Teachers / staff,Non-academic staff",Accreditation / school policies,School authority,,9.947456,8.8891203
Nigeria-April-2018,Nigeria,"April 8, 2018",Ibadan,Capital City,University of Ibadan College of Medicine,College or University,"Students protest an increase in hostel fees, and an introduction of a professional development levy",https://www.pulse.ng/communities/student/uimsa-reveals-maltreatment-of-students-over-training-levy-id8224120.html,,"Protest,Online activism",Students,School fees,School authority,Non-lethal violence,7.4014924,3.900342
Nigeria-February-2017,Nigeria,"February 17, 2017",Minna,Capital City,"Federal University of Technology,Minna",College or University,"Students protest the death of a student, who died in the school clinic after not being attended to for thirty minutes",https://punchng.com/futminna-students-burn-clinic-destroy-libraries-students-death/,,"Riot,Property damage",Students,Other,School authority,Death occurred,9.5247783,6.4343621
Nigeria-November-2012,Nigeria,"November 2, 2012",Owerri,Capital City,Alvan Ikoku Federal College of Education Owerri,College or University,Student protest over lack of water and electricity int their hostels on campus,http://www.africastarnews.net/index.php/more/183-nigeria-alvan-ikoku-federal-college-of-education-students-protest.html?pageNumber=9,,Protest,Students,School quality,School authority,"Non-lethal violence,Death occurred",5.5002076,7.024285
Nigeria-February-2018,Nigeria,"February 8, 2018",Yola,Capital City,Federal University of Technology Yola,College or University,"Christian and muslim students clashed, killing one student in the process",http://dailypost.ng/2018/02/05/futy-riot-one-killed-two-injured-students-vandalise-lecture-halls-mosques/,,Riot,Students,"Religious issues,Other",,,9.3486229,12.5008243
Nigeria-June-2013,Nigeria,"June 12, 2013",Uyo,Capital City,University Of Uyo,College or University,Police killed at least on student during demonstration by student over inadequate lecture venues and campus transit buses,https://www.premiumtimesng.com/news/138602-police-kill-university-of-uyo-student-during-protest-over-campus-buses-lecture-halls.html,,,,,,,5.0408218,7.919841
Nigeria-April-2012,Nigeria,"April 24, 2012",Ibadan,Capital City,University of Ibadan,College or University,2nd day of student protesting lack of electricity supply to school and Nigeria,https://www.pmnewsnigeria.com/2012/04/24/day-2-ui-students-protest-against-phcn/,,Protest,Students,School quality,Federal government,,7.4442593,3.8994577
Nigeria-June-2018,Nigeria,"June 15, 2018",Abuja,Capital City,Veritas University,College or University,Students protest poor living conditions,https://www.legit.ng/1172464-veritas-university-abuja-students-protest-poor-living-condition-photos.html,,Protest,Students,School quality,School authority,"Non-lethal violence,Injury occurred",9.2908224,7.416386
Nigeria-July-2017,Nigeria,"July 25, 2017",Benin,Capital City,University of Benin,College or University,Post graduate students protest school fees; police; violence,http://thenationonlineng.net/two-injured-uniben-post-graduate-students-protest/,,"Protest,Road block / occupation",Students,School fees,School authority,,6.3325888,5.5997215
Nigeria-June-2018,Nigeria,"June 24, 2018",Ibadan,Capital City,University of Ibadan,College or University,Student Journalists launch online campaign in defense of UI student journalist suspended for two semesters for criticizing the Vice Chancellor,https://www.independent.ng/campus-journalists-take-over-social-media-for-suspended-colleague/,https://economicconfidential.com/2018/06/adebajo-unjust-trials-campus-journalist/ and,Online activism,Students,Accreditation / school policies,School authority,"Death occurred,Injury occurred",7.4442593,3.8994577
Nigeria-September-2018,Nigeria,"September 30, 2018",Jos,Capital City,University of Jos,College or University,A student is killed during violence that erupted within the region.,https://www.dailytrust.com.ng/unijos-confirms-1-student-killed-in-jos-violence.html,,,,,,"Non-lethal violence,Death occurred",9.947456,8.8891203
Nigeria-September-2012,Nigeria,"September 30, 2012",Ado Ekiti,Capital City,Ekiti State Univeristy,College or University,Students protest the death of final year student who was hit by a car. 6 vehicles were burned during this protest.,http://www.nigerianeye.com/2012/09/students-of-ekiti-state-university.html,,"Protest,Property damage",Students,Accreditation / school policies,School authority,,7.7141143,5.2600603
Nigeria-August-2018,Nigeria,"August 9, 2018",Lafia,Capital City,Nassarawa State Polytechnic,College or University,"Students protest non accreditation of courses, and 'extortion'",https://www.thisdaylive.com/index.php/2018/08/09/polytechnic-students-protest-non-accreditation-of-courses-extortion-in-nasarawa/,,"Protest,Road block / occupation",Students,Accreditation / school policies,School authority,,8.5459461,8.5353972
Nigeria-August-2014,Nigeria,"August 16, 2014",Osogbo,Capital City,Osun State University,College or University,Students protest over death of student. School closed as a result of this protest.,https://www.naij.com/277721-just-uniosun-shut-students-protest-death-colleague.html#277721,,Protest,Students,Other,School authority,"Non-lethal violence,Death occurred,Arrest / detention,School closure",7.759997,4.6064023
Nigeria-November-2017,Nigeria,"November 13, 2017",Ibadan,Capital City,"Federal College of Agriculture,Ibadan",College or University,Students protest to demand the resignation of the provost.,https://punchng.com/four-policemen-land-in-hospital-after-clash-with-students/,,"Protest,Road block / occupation",Students,School quality,School authority,,7.3834368,3.8395938
Nigeria-May-2014,Nigeria,"May 22, 2014",Abuja,Capital City,Abuja Secondary Schools,Public Space,Many school closures in response to Boko Haram's kidnapping of nearly 300 girls. Students and residence protesting the kidnappings and closures.,http://www.politico.com/story/2014/05/nigeria-schools-close-kidnappings-bring-back-our-girls-107009,,Protest,"Students,Parents / Guardians,Community members",Campus violence,Private entity,Non-lethal violence,9.0813556,7.4701556
Nigeria-February-2018,Nigeria,"February 4, 2018",Yola,Capital City,Modibbo Adama University of Technology,College or University,Students stage a riot and damage school property,https://www.pmnewsnigeria.com/2018/05/04/mautech-expels-5-students-over-february-riot/,,Riot,Students,,,,9.3486229,12.5008243
Nigeria-March-2017,Nigeria,"March 20, 2017",Lafia,Capital City,"Government Secondary School,Lafia",Secondary School,Students protesting the death of student hit by car on campus at night.,https://www.channelstv.com/2017/03/20/killing-of-secondary-school-student-sparks-off-protest-in-nasarawa/,,Protest,Students,"School quality,Solidarity protest",School authority,,8.4989998,8.5013977
Nigeria-July-2018,Nigeria,"July 12, 2018",Benin,Capital City,Eyean Community Secondary School,Public Space,Students protest the electrocution of a student- blaming the Benin Electricity Distribution Company for failing to act fast after an electric pole was knocked down by a car.,https://theeagleonline.com.ng/colleagues-protest-as-student-electrocuted-in-benin/,,Protest,Students,Other,Local government,Death occurred,6.3882894,5.7123373
Nigeria-October-2013,Nigeria,"October 14, 2013",Abuja,Capital City,Abuja,College or University,"The Abuja faction of the National Union of Teachers to demand payment of salaries, and to stop the screening of teachers 'with nothing to show for it'",http://www.lexisnexis.com/lnacui2api/results/docview/docview.do?docLinkInd=true&risb=21_T28097071996&format=GNBFI&sort=RELEVANCE&startDocNo=151&resultsUrlKey=29_T28097116000&cisb=22_T28097071999&treeMax=true&treeWidth=0&csi=361850&docNo=151,,Strike / boycott,Teachers / staff,Staff working conditions,Regional government,,9.0765,7.3986
Nigeria-June-2017,Nigeria,"June 28, 2017",Abakaliki,Capital City,"Government Technical College,Abakaliki",College or University,"Student protesing poor quality of food and campus conditions, as well as poor hostel management and  lack of functional technical equipment.",http://www.pulse.ng/communities/student/school-on-fire-students-protest-paralyses-academic-activities-at-gtc-abakaliki-id6911176.html,,Protest,Students,School quality,School authority,,6.329865,8.1018054
Nigeria-October-2015,Nigeria,"October 20, 2015",Makurdi,Capital City,"University of Agriculture,Makurdi",College or University,Student protest against postponement of resumption by school management,http://www.benuenews.com.ng/2015/10/uni-agric-students-stage-protest-over.html,,Protest,Students,Other,School authority,Non-lethal violence,7.7321516,8.539144
Nigeria-June-2014,Nigeria,"June 4, 2014",Akure,Capital City,Ondo State University of Science and Technology,College or University,Students protest over indefinite closure of school,http://saharareporters.com/2015/06/04/ondo-students-protest-over-hike-tuition-fee-dilapidated-infrastructure-accuse-gov-mimiko,,Protest,Students,"School fees,School quality",Regional government,,7.2575181,5.2020891
Nigeria-September-2014,Nigeria,"September 23, 2014",Abuja,Capital City,Baze University,College or University,Students protesting increase in school fees.,http://yashuaib.com/2014/12/that-peaceful-protest-at-baze-university/,,Protest,Students,School fees,School authority,,9.0066772,7.4047476
Nigeria-November-2017,Nigeria,"November 25, 2017",Benin,Capital City,University of Benin,College or University,Students protest an increase in hostel accommodation fees.,http://www.thescoopng.com/2017/11/25/uniben-campus/,,Protest,Students,School fees,School authority,,6.3325888,5.5997215
Nigeria-May-2018,Nigeria,"May 7, 2018",Ekiti,Capital City,Ekiti State University,College or University,Students protest high WiFi charges at university.,https://www.dailytrust.com.ng/eksu-students-protest-high-wifi-charges.html,,Protest,Students,School fees,School authority,,7.7141143,5.2600603
Nigeria-February-2018,Nigeria,"February 8, 2018",Oshogbo,Capital City,Osun State University,College or University,Students protest the defend a lecturer who was sanctioned after a video surfaced of him flogging students. They claimed it was a rehearsal,https://www.pulse.ng/communities/student/students-protest-to-defend-lecturer-accused-of-flogging-them-id7956868.html,,Protest,Students,Solidarity protest,,"Non-lethal violence,Death occurred",7.759997,4.6064023
Nigeria-July-2011,Nigeria,"July 27, 2011",Owerri,Capital City,"Federal Polytechnic,Nekede",College or University,Students protest with violent demonstrations over the alleged death of two students. Student also protesting ongoing 50% increase of their school fees,https://www.vanguardngr.com/2011/07/2-feared-dead-during-nekede-poly-protest-as-authorities-shut-school/,,"Protest,Property damage,School closure",Students,School fees,School authority,,5.4335032,7.030263
Nigeria-February-2017,Nigeria,"February 17, 2017",Owerri,Capital City,Federal University of Technology Owerri,College or University,Students protesting increase in school fees.,http://www.nairaland.com/3634216/photo-futo-students-protest-against,,Protest,Students,School fees,School authority,,5.386632,6.9916314
Nigeria-November-2017,Nigeria,"November 4, 2017",Auchi,Major Urban Area,Auchi Polytechnic,College or University,Students protest the death of a student who was killed by a stray bullet during her graduation celebration.,https://www.pulse.ng/communities/student/auchi-polytechnic-students-protest-death-of-colleague-id7555763.html,,Protest,Students,Other,School authority,Death occurred,7.0493981,6.2704722
Nigeria-August-2016,Nigeria,"August 29, 2016",Alausa,Major Urban Area,Lagos State University College of Medicine,College or University,Students protest the State Ministry of health's failure to fund the institution,https://punchng.com/lasu-medical-students-protest-alausa/,,Protest,Students,Accreditation / school policies,Regional government,"Non-lethal violence,Arrest / detention",6.5906269,3.3420828
Rwanda-August-2008,Rwanda,"August 22, 2008",Ruhango,Town,Ecole Technique Indangaburezi,College or University,"30 students were arrested after a riot occurred at their school. The riot occurred because the Headmaster had, on several occasions, demanded for the parents of a student who was a genocide orphan and ""accused the student of disobedience by failing to bring his parents to school"" Student's threw stones and blocked administration from entering the school.",http://www.newtimes.co.rw/section/read/44966,,Riot,Students,"Solidarity protest,Other",School authority,,-2.2285524,29.7804594
Rwanda-December-2013,Rwanda,"December 27, 2013",Nyamirambo,Town,St Charles Lwanga,Primary School,Teachers protest the termination of their contracts at school after it changed management to a group called Aprec.,http://www.newtimes.co.rw/section/read/71864,,Protest,Teachers / staff,Accreditation / school policies,School authority,Non-lethal violence,-1.9768047,30.0529836
Rwanda-June-2016,Rwanda,"June 7, 2016",Gicumbi,Nationwide,Groupe Scholaire de Kageyo,Secondary School,Students protest the resignation by their teachers. Their teachers left due to unfilled raises which were promised to them after their schools merged. Police were called and fired shots into the air to disperse students.,http://www.newtimes.co.rw/section/read/200561,http://www.newtimes.co.rw/section/read/200595,Protest,Students,School quality,Federal government,"Non-lethal violence,Arrest / detention",-1.940278,29.873888
Rwanda-July-2016,Rwanda,"July 19, 2016",Kigali,Capital City,Felix Houphouet-Boigny University,College or University,"Students clashed with police during a protest over poor conditions on campus. Some students were arrested. Property damage reported, including burned cars and stones thrown.",http://www.africanews.com/2016/07/19/ivorian-president-reacts-to-clashes-between-university-students-and-police/,,"Protest,Property damage",Students,School quality,School authority,,-1.9705786,30.1044288
Rwanda-October-2014,Rwanda,"October 22, 2014",Kigali,Capital City,,Public Space,"Students and community members protest the BBC's ""revisionist history"" displayed in their documentary on the Rwandan genocide.",https://www.independent.co.uk/news/media/tv-radio/protests-over-bbcs-revisionist-approach-to-rwandan-genocide-9788402.html,,Protest,"Students,Community members",Ethnic issues,International organization,,-1.9705786,30.1044288
Rwanda-May-2013,Rwanda,"May 15, 2013",Kigali,Capital City,Community Integrated Polytechnic,College or University,Students decry the closure of their university following it's inability to fulfill requirements. More than 800 students were impacted.,http://www.newtimes.co.rw/section/read/65863,,Online activism,Students,Accreditation / school policies,School authority,,-1.9705786,30.1044288
Rwanda-October-2010,Rwanda,"October 10, 2010",Kigali,Capital City,,Technical School,Students from technical schools across Kigali protest the suspension of allowances by the Rwandan government,http://www.newtimes.co.rw/section/read/82722,,Protest,Students,School fees,School authority,"Non-lethal violence,Suspension / discipline",-1.9705786,30.1044288
